,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,OUT
1687,12.98,3.52,21.16,26.87,5.7,32.61,1
1688,16.6,3.56,34.75,48.99,14.24,23.32,1
1689,13.5,3.45,19.35,27.29,7.94,41.7,1
1690,22.82,3.29,17.0,25.72,8.73,49.08,2
1691,23.0,3.26,13.69,20.69,6.99,67.04,2
1692,17.8,3.25,10.99,17.27,6.29,79.8,2
1693,13.3,2.98,12.07,19.13,7.06,83.62,2
1694,16.28,3.1,8.8,13.89,5.09,100.11,2
1695,13.39,2.99,10.15,15.73,5.58,110.88,2
1696,11.69,2.96,13.15,18.86,5.71,119.09,3
1697,14.06,3.03,11.64,16.5,4.86,133.75,3
1698,11.0,3.16,10.54,14.93,4.4,138.24,3
1699,17.11,3.2,13.26,18.23,4.96,127.97,2
1700,16.23,3.12,20.41,26.61,6.2,118.31,2
1701,11.99,3.24,28.38,33.83,5.45,101.54,2
1702,10.24,3.47,67.56,76.44,8.88,40.64,2
1703,15.11,3.76,94.16,123.21,29.05,9.4,2
1704,12.15,3.98,90.3,117.7,27.39,6.98,3
1705,15.68,4.48,100.64,177.02,76.37,4.72,2
1706,34.12,4.21,57.88,80.5,22.62,28.43,2
1707,34.95,4.22,65.38,86.46,21.08,18.77,2
1708,25.94,4.1,44.33,56.99,12.66,31.67,2
1709,22.58,4.39,13.38,17.63,4.25,60.18,1
1710,18.12,4.2,18.63,22.91,4.28,48.52,2
1711,14.14,4.27,56.56,91.23,34.66,15.39,1
1712,19.32,4.12,30.44,45.54,15.1,40.38,1
1713,17.81,3.96,23.4,33.3,9.9,51.52,2
1714,19.78,3.76,19.13,27.52,8.39,64.16,2
1715,16.17,3.78,17.46,25.46,8.0,70.32,2
1716,11.58,4.04,11.19,18.53,7.34,91.26,2
1717,12.38,3.9,11.15,17.04,5.89,101.74,2
1718,11.22,3.83,12.3,18.11,5.81,116.84,3
1719,13.87,3.84,9.02,14.15,5.13,129.49,3
1720,16.68,3.71,15.17,22.11,6.94,133.31,3
1721,13.17,3.88,13.47,19.16,5.69,126.75,3
1722,12.43,3.88,13.82,19.46,5.64,128.3,3
1723,11.19,3.94,15.02,20.03,5.0,127.64,2
1724,9.07,4.07,26.19,30.88,4.69,112.99,2
1725,10.79,4.23,55.54,60.86,5.31,62.95,2
1726,14.38,4.17,54.91,60.21,5.3,41.9,2
1727,11.82,4.32,63.48,73.27,9.79,43.89,2
1728,16.44,4.48,97.89,124.55,26.66,18.21,3
1729,13.82,4.66,105.64,158.58,52.94,8.58,2
1730,11.45,4.6,95.2,148.37,53.17,3.71,2
1731,20.54,4.47,63.42,85.78,22.36,22.42,1
1732,19.68,4.49,45.93,61.69,15.77,23.25,2
1733,15.36,4.42,57.23,87.9,30.66,25.84,2
1734,19.4,4.52,61.56,97.88,36.32,35.84,2
1735,35.99,4.19,35.03,48.23,13.2,67.17,2
1736,30.38,3.9,15.95,22.98,7.03,81.6,2
1737,21.71,3.78,11.07,17.16,6.1,91.13,2
1738,21.76,3.68,10.51,15.83,5.32,93.65,2
1739,17.25,3.79,11.0,16.54,5.54,96.8,2
1740,12.95,3.96,11.3,17.2,5.9,110.74,3
1741,12.62,3.97,8.79,14.09,5.3,122.4,2
1742,10.45,3.87,10.5,15.63,5.14,117.94,3
1743,16.12,5.25,100.02,138.28,38.25,13.88,2
1744,35.73,5.1,97.43,160.62,63.19,4.94,2
1745,37.67,5.12,46.76,71.39,24.63,50.66,2
1746,28.76,4.6,19.33,24.23,4.91,69.41,1
1747,18.77,5.07,33.5,47.5,14.0,27.67,1
1748,23.53,4.68,25.63,35.61,9.98,42.38,2
1749,32.07,4.2,16.98,24.28,7.3,56.0,2
1750,29.62,3.84,12.25,18.33,6.07,61.73,2
1751,23.54,3.87,12.49,19.02,6.53,61.28,2
1752,26.98,3.84,9.83,15.35,5.53,70.39,2
1753,25.78,3.64,10.87,16.57,5.7,74.22,2
1754,24.61,3.58,17.34,23.66,6.32,67.88,2
1755,31.12,3.76,12.82,18.65,5.83,76.12,2
1756,29.87,3.81,14.57,20.74,6.17,79.79,2
1757,31.81,4.22,11.82,17.87,6.05,85.1,2
1758,32.03,4.58,15.55,22.0,6.44,95.39,2
1759,24.67,4.63,16.84,24.09,7.25,81.96,2
1760,26.16,4.07,17.0,24.74,7.74,63.5,2
1761,30.32,3.9,20.2,27.67,7.47,51.12,1
1762,23.63,3.99,20.93,29.57,8.64,48.06,1
1763,22.16,4.04,14.84,21.24,6.4,53.37,1
1764,17.4,4.21,13.72,19.93,6.2,56.69,1
1765,13.27,4.51,7.67,12.74,5.06,58.18,1
1766,9.62,4.58,8.78,14.1,5.32,57.82,1
1767,11.26,4.6,6.55,11.06,4.51,58.56,1
1768,8.87,4.73,12.84,17.57,4.73,55.75,1
1769,7.68,4.97,18.7,23.46,4.76,44.27,1
1770,11.99,5.11,17.33,24.58,7.25,44.22,1
1771,13.89,4.91,11.88,18.26,6.38,50.74,1
1772,12.02,4.62,10.79,17.68,6.89,57.18,2
1773,9.23,4.89,9.74,16.25,6.51,68.06,2
1774,7.2,5.17,7.76,13.41,5.66,82.48,2
1775,8.82,4.89,8.73,14.47,5.74,82.84,1
1776,1.02,4.01,15.11,19.58,4.47,41.7,1
1777,1.25,4.03,15.29,19.64,4.35,41.42,1
1778,1.69,4.08,11.75,16.07,4.32,43.25,1
1779,1.43,4.25,10.79,14.93,4.14,43.16,1
1780,2.49,4.3,10.46,14.58,4.11,40.16,1
1781,2.12,4.26,9.01,13.08,4.07,39.42,1
1782,2.56,4.29,9.78,13.95,4.17,35.02,1
1783,2.74,4.49,10.65,15.4,4.75,33.92,1
1784,2.45,4.58,13.09,18.9,5.81,34.84,1
1785,6.27,4.51,18.27,28.12,9.84,33.1,1
1786,10.35,4.24,14.27,21.44,7.17,36.46,1
1787,9.94,3.94,7.91,13.29,5.38,44.84,1
1788,7.47,3.58,8.89,14.51,5.62,48.06,1
1789,8.35,3.27,7.1,11.94,4.84,52.02,1
1790,13.88,3.24,7.82,12.96,5.14,56.62,2
1791,13.48,3.31,7.2,11.96,4.76,60.84,2
1792,10.88,3.38,9.36,15.71,6.35,65.65,1
1793,6.25,5.18,12.21,17.32,5.11,48.12,1
1794,5.26,5.17,9.98,15.46,5.48,50.36,2
1795,7.29,4.9,8.66,14.58,5.92,67.89,2
1796,7.58,4.42,6.83,12.0,5.17,70.63,2
1797,6.48,4.35,9.03,16.0,6.97,77.05,2
1798,6.79,4.41,7.94,13.72,5.78,86.53,2
1799,6.4,4.49,8.31,13.92,5.61,98.75,2
1800,5.2,4.43,9.81,15.94,6.13,92.69,2
1801,4.21,4.64,9.55,15.67,6.12,104.75,2
1802,4.1,4.41,10.12,16.33,6.21,95.49,2
1803,3.21,4.03,11.36,18.73,7.36,79.68,1
1804,6.62,3.44,15.93,23.46,7.54,48.46,1
1805,5.31,3.55,16.52,21.52,5.0,45.89,1
1806,4.7,3.72,18.87,24.0,5.13,44.43,1
1807,4.11,4.02,20.51,25.28,4.76,41.15,1
1808,4.43,4.17,13.2,17.39,4.19,42.76,1
1809,4.4,4.37,13.1,17.69,4.58,38.93,1
1810,4.18,4.46,15.6,20.26,4.66,35.97,1
1811,6.29,4.68,10.96,15.18,4.22,38.27,1
1812,6.8,4.8,7.89,12.36,4.47,39.52,1
1813,5.7,4.96,11.05,15.84,4.78,33.08,1
1814,5.0,4.89,7.68,12.57,4.88,37.57,1
1815,3.95,4.5,7.28,12.68,5.41,41.56,1
1816,3.97,4.44,9.04,15.29,6.25,42.7,1
1817,3.79,4.25,6.46,11.38,4.91,54.98,1
1818,3.4,4.41,8.42,14.84,6.42,58.97,2
1819,3.39,4.93,7.76,14.03,6.27,66.33,2
1820,3.5,5.28,7.83,13.86,6.03,75.11,2
1821,3.62,5.04,9.55,15.98,6.42,73.81,2
1822,3.37,4.63,10.36,17.03,6.67,76.14,2
1823,3.17,5.34,11.78,18.94,7.16,82.96,2
1824,5.54,6.18,9.79,17.06,7.27,93.99,2
1825,10.85,6.95,12.71,19.43,6.72,99.33,2
1826,9.8,6.2,17.34,24.22,6.88,98.91,2
1827,20.82,3.39,10.92,16.92,6.0,101.55,2
1828,20.93,2.93,11.55,17.27,5.72,107.48,2
1829,20.69,2.8,12.5,18.36,5.86,108.98,2
1830,21.35,3.06,16.26,21.46,5.2,113.64,2
1831,23.07,3.19,27.65,32.84,5.19,91.22,2
1832,17.48,3.43,40.69,45.27,4.57,65.72,1
1833,24.65,3.94,47.89,53.69,5.8,48.75,1
1834,22.15,3.93,40.53,45.52,5.0,48.48,2
1835,26.54,3.72,26.64,31.14,4.49,57.46,2
1836,26.51,3.77,36.37,40.84,4.47,43.23,1
1837,20.99,3.89,30.82,35.2,4.39,38.8,1
1838,21.48,3.88,20.4,24.6,4.2,42.85,1
1839,23.85,3.86,13.76,17.89,4.13,46.74,1
1840,18.9,3.85,13.18,17.29,4.11,46.54,1
1841,14.21,3.94,36.96,43.5,6.55,26.16,2
1842,16.21,4.07,55.71,73.26,17.55,15.7,1
1843,22.37,4.04,38.78,56.57,17.78,29.82,2
1844,30.33,3.71,17.34,25.32,7.98,53.91,2
1845,30.94,3.43,14.3,21.66,7.35,62.52,2
1846,20.9,3.21,9.27,15.11,5.84,84.24,2
1847,22.42,3.15,8.29,13.51,5.22,101.55,2
1848,17.58,2.89,12.17,18.56,6.39,114.84,2
1849,13.41,2.81,11.49,17.3,5.82,112.71,2
1850,10.22,2.77,13.39,19.8,6.42,110.6,2
1851,7.88,2.75,12.49,18.77,6.29,114.29,2
1852,9.76,2.74,13.69,19.83,6.15,111.24,2
1853,14.24,3.43,14.03,21.77,7.74,71.03,2
1854,41.11,2.32,13.93,21.72,7.8,47.99,2
1855,46.2,2.06,12.77,20.38,7.61,59.63,2
1856,35.92,2.3,12.23,18.76,6.53,48.33,2
1857,26.08,2.52,19.35,28.87,9.52,48.47,2
1858,26.21,2.77,11.4,17.41,6.0,53.54,1
1859,24.87,2.92,11.13,17.96,6.83,48.72,1
1860,24.74,3.69,6.58,11.26,4.69,50.13,1
1861,19.0,3.36,8.86,13.51,4.65,39.54,1
1862,21.32,3.34,45.87,63.29,17.42,23.37,1
1863,21.08,3.57,16.52,23.72,7.2,33.9,1
1864,16.34,3.49,16.75,23.45,6.7,35.69,1
1865,14.54,3.43,15.28,25.4,10.12,33.9,1
1866,23.56,3.17,13.21,22.17,8.96,36.25,1
1867,19.88,3.9,11.29,18.53,7.23,49.92,1
1868,14.38,4.79,17.28,25.2,7.92,54.06,2
1869,14.39,5.1,10.58,16.55,5.97,67.47,2
1870,16.31,4.5,11.43,17.84,6.41,73.63,2
1871,13.43,4.22,15.34,26.13,10.8,68.59,2
1872,21.56,4.03,14.29,22.2,7.92,71.59,2
1873,18.51,3.8,12.44,19.71,7.27,69.07,2
1874,20.97,3.32,14.12,20.9,6.78,61.89,1
1875,18.39,3.09,16.44,23.98,7.54,59.91,1
1876,18.48,2.9,17.95,24.23,6.29,53.41,1
1877,14.2,2.7,17.48,24.88,7.4,48.08,1
1878,21.45,2.75,20.73,29.38,8.65,46.21,1
1879,17.91,2.7,18.22,24.63,6.41,45.07,1
1880,21.87,2.65,20.42,26.02,5.6,42.34,2
1881,26.19,2.82,21.96,28.53,6.56,42.08,1
1882,20.28,2.96,12.95,17.76,4.81,45.83,1
1883,22.52,2.93,11.17,16.22,5.06,45.88,1
1884,16.5,3.22,12.74,17.04,4.3,40.41,2
1885,32.57,2.59,9.34,16.01,6.68,50.11,2
1886,33.34,2.36,8.4,14.04,5.63,55.55,2
1887,30.54,2.53,8.24,13.84,5.6,52.29,2
1888,25.71,2.39,10.71,17.28,6.57,50.61,2
1889,20.31,2.63,9.94,16.17,6.23,68.05,2
1890,19.9,2.56,11.35,17.53,6.18,64.64,2
1891,15.97,2.64,12.25,20.12,7.87,64.42,1
1892,11.55,2.54,10.08,17.06,6.98,58.75,2
1893,9.01,2.65,12.76,20.48,7.72,61.47,1
1894,8.93,2.47,14.91,23.29,8.37,57.04,1
1895,7.17,2.69,13.39,19.94,6.54,52.52,1
1896,12.28,2.69,12.56,20.4,7.84,52.12,1
1897,10.06,2.69,15.56,23.77,8.22,45.6,1
1898,7.81,2.97,16.21,24.37,8.16,41.58,1
1899,8.73,3.12,13.36,21.04,7.68,41.04,1
1900,11.72,3.2,9.03,14.73,5.7,39.03,1
1901,10.18,3.26,8.2,12.83,4.62,39.82,1
1902,8.03,3.58,7.38,11.78,4.4,42.52,1
1903,6.22,3.75,5.08,9.27,4.19,44.18,1
1904,5.5,3.74,5.41,9.6,4.19,40.61,1
1905,6.48,3.79,9.97,20.58,10.61,39.54,1
1906,6.02,3.94,9.68,18.27,8.59,41.58,1
1907,4.9,3.59,7.02,12.27,5.25,50.88,1
1908,4.32,3.3,9.32,15.63,6.31,53.61,1
1909,3.76,3.06,7.98,13.82,5.84,47.0,1
1910,3.16,2.99,9.91,16.95,7.04,41.87,1
1911,3.26,2.91,9.26,15.96,6.7,43.28,1
1912,3.35,2.71,9.09,15.81,6.72,44.43,1
1913,6.69,2.61,12.94,23.86,10.93,45.06,1
1914,5.78,2.56,9.38,17.75,8.36,45.84,1
1915,5.1,2.62,11.03,18.16,7.13,45.54,1
1916,4.15,2.68,12.11,20.83,8.72,43.46,1
1917,3.49,2.47,12.22,19.56,7.34,41.37,1
1918,3.52,2.55,13.8,21.11,7.32,38.07,1
1919,3.06,2.82,12.91,19.47,6.56,33.96,1
1920,2.38,3.07,12.06,18.69,6.63,32.45,1
1921,1.74,3.65,5.56,10.03,4.47,38.17,1
1922,1.29,3.69,5.86,10.87,5.01,46.24,1
1923,1.92,3.66,4.04,8.12,4.08,50.76,1
1924,2.48,3.81,3.99,8.01,4.02,55.04,1
1925,2.02,4.36,11.2,21.42,10.22,52.04,1
1926,3.76,5.44,9.78,18.49,8.71,51.34,1
1927,3.17,10.28,11.78,20.31,8.52,54.17,2
1928,3.25,11.94,9.52,16.95,7.44,61.88,2
1929,3.29,9.46,11.32,19.88,8.56,66.86,2
1930,6.24,3.39,14.29,24.79,10.5,84.44,2
1931,8.03,3.02,10.43,18.0,7.57,80.41,2
1932,6.67,2.83,11.83,19.77,7.94,70.77,2
1933,5.2,2.7,10.17,17.79,7.62,73.73,2
1934,10.06,2.4,12.11,18.62,6.51,77.26,2
1935,8.26,2.32,13.09,19.6,6.51,81.16,2
1936,5.79,2.62,16.4,23.07,6.68,74.56,2
1937,5.71,2.77,15.99,22.66,6.67,70.13,2
1938,4.36,2.94,18.04,24.65,6.61,65.15,1
1939,3.28,3.01,19.04,24.63,5.59,58.52,1
1940,3.31,4.33,18.71,25.15,6.44,59.26,1
1941,3.46,4.2,12.73,17.1,4.36,58.95,1
1942,2.74,3.82,40.54,47.31,6.78,25.96,1
1943,8.17,3.68,29.15,34.22,5.07,29.9,1
1944,6.86,3.55,31.86,36.54,4.68,24.4,1
1945,12.55,3.43,45.75,61.54,15.79,11.86,1
1946,16.44,3.45,42.82,69.41,26.59,9.76,2
1947,14.41,3.94,63.4,119.0,55.6,15.45,1
1948,23.56,3.92,44.31,68.57,24.26,35.88,2
1949,30.88,3.55,11.84,18.2,6.36,80.44,2
1950,23.94,3.09,9.23,14.88,5.64,91.72,2
1951,16.83,3.53,11.34,18.29,6.94,82.79,2
1952,12.01,3.51,10.52,17.98,7.47,86.52,2
1953,10.86,3.23,10.32,17.22,6.9,84.54,2
1954,9.58,3.13,12.26,20.91,8.65,81.27,2
1955,16.67,3.27,10.41,17.11,6.7,80.78,2
1956,13.92,4.27,12.81,22.85,10.04,82.87,2
1957,14.15,3.48,11.65,18.72,7.06,83.7,2
1958,15.74,3.16,16.2,25.52,9.32,78.83,2
1959,12.42,3.57,28.8,42.77,13.97,63.6,1
1960,14.52,3.92,41.81,50.17,8.36,48.53,1
1961,19.42,3.89,30.22,39.09,8.86,56.57,2
1962,15.48,3.54,18.95,27.45,8.49,68.75,1
1963,13.4,3.46,25.45,31.92,6.47,59.55,1
1964,17.59,3.92,33.48,39.92,6.44,46.9,1
1965,20.78,4.12,40.88,47.1,6.23,35.24,2
1966,25.13,4.39,66.92,94.44,27.51,8.83,2
1967,23.42,3.92,50.22,64.57,14.35,8.02,2
1968,25.32,3.83,57.08,99.29,42.21,8.1,2
1969,28.63,3.71,60.31,100.73,40.42,14.06,2
1970,35.06,3.59,48.37,69.51,21.14,36.9,2
1971,39.12,3.81,10.68,16.15,5.47,80.56,2
1972,30.46,3.74,10.62,16.6,5.98,79.83,2
1973,27.54,3.92,10.54,16.35,5.81,82.29,2
1974,28.25,3.86,10.61,16.41,5.8,81.69,2
1975,21.64,4.01,10.91,16.79,5.88,85.08,2
1976,22.68,3.92,15.05,21.26,6.21,87.13,2
1977,17.42,3.65,18.72,26.14,7.42,85.63,2
1978,14.24,3.43,25.99,32.46,6.47,74.7,1
1979,21.89,3.6,40.98,48.21,7.22,56.92,1
1980,21.31,3.47,26.31,33.43,7.13,58.86,1
1981,15.79,3.36,25.72,30.2,4.48,50.64,1
1982,20.88,3.07,17.07,21.43,4.36,47.4,2
1983,30.22,3.25,10.68,14.87,4.19,49.07,2
1984,28.99,3.16,11.12,15.28,4.16,47.41,2
1985,32.07,3.27,12.95,17.12,4.18,45.94,1
1986,24.94,3.24,9.69,13.8,4.1,51.36,1
1987,17.74,3.23,8.78,12.88,4.1,53.03,1
1988,14.6,3.27,9.41,13.59,4.18,51.79,1
1989,12.17,3.52,13.39,18.5,5.11,54.38,2
1990,17.92,3.55,14.39,20.49,6.1,60.47,2
1991,14.28,3.2,8.78,13.76,4.98,82.05,2
1992,19.68,3.09,9.58,15.41,5.82,83.94,2
1993,23.7,3.05,10.15,15.88,5.73,77.69,2
1994,18.57,3.13,11.33,18.47,7.15,96.67,2
1995,15.06,2.88,11.14,18.42,7.29,113.76,3
1996,14.62,2.56,10.99,17.0,6.0,139.84,3
1997,13.19,2.5,11.58,17.1,5.52,131.82,3
1998,13.14,3.25,13.08,18.88,5.8,125.04,2
1999,0.02,1.26,16.79,22.45,5.66,112.81,2
2000,3.19,1.62,35.4,42.26,6.86,90.41,1
2001,8.7,2.33,48.17,55.08,6.9,57.18,2
2002,21.52,2.18,28.35,32.99,4.65,64.9,1
2003,15.59,2.74,25.82,30.68,4.86,57.98,2
2004,38.28,2.71,20.0,24.84,4.83,59.44,2
2005,35.14,2.83,12.08,17.3,5.22,69.62,1
2006,24.91,2.81,25.27,30.68,5.41,55.26,1
2007,24.26,3.2,26.36,31.4,5.04,46.7,2
2008,26.88,3.36,37.85,42.47,4.62,30.87,1
2009,18.95,3.27,16.49,20.87,4.38,46.78,1
2010,19.14,3.37,11.97,16.27,4.3,55.99,2
2011,20.64,3.36,12.38,17.52,5.13,60.21,1
2012,15.78,3.39,17.91,24.41,6.5,55.57,1
2013,15.42,3.5,26.57,36.99,10.42,55.81,2
2014,22.41,2.89,15.1,22.72,7.62,73.87,2
2015,16.64,2.69,11.3,17.13,5.83,79.56,2
2016,14.9,3.03,11.88,18.03,6.14,84.07,2
2017,10.95,3.02,10.59,17.3,6.72,89.27,2
2018,7.9,2.73,9.3,15.75,6.45,86.68,2
2019,14.25,2.88,10.59,16.44,5.85,92.89,2
2020,18.03,2.78,12.08,19.46,7.38,103.12,2
2021,14.29,2.86,12.32,18.89,6.57,95.15,2
2022,15.62,3.01,10.87,16.32,5.45,81.54,2
2023,23.66,2.98,18.13,27.0,8.87,72.21,2
2024,25.3,3.15,28.28,35.52,7.24,67.86,2
2025,28.41,3.52,42.49,48.98,6.49,58.72,2
2026,31.02,3.36,31.18,36.37,5.19,40.5,2
2027,30.16,3.23,25.54,31.12,5.58,35.27,2
2028,37.1,3.21,18.27,23.01,4.74,37.31,2
2029,44.75,3.03,15.51,21.47,5.96,39.74,2
2030,41.7,3.22,17.51,22.49,4.98,36.7,2
2031,39.26,3.25,12.15,16.48,4.33,38.39,1
2032,24.24,3.82,11.85,16.53,4.68,43.51,1
2033,17.28,4.04,13.11,18.73,5.62,49.13,1
2034,13.85,3.89,14.73,21.29,6.56,59.86,2
2035,14.0,3.07,9.41,14.77,5.36,63.61,2
2036,23.93,3.16,7.57,12.46,4.89,61.6,2
2037,30.42,3.41,11.35,18.5,7.15,72.44,2
2038,21.94,3.17,10.69,16.85,6.16,77.16,2
2039,23.37,3.2,10.7,16.89,6.19,84.44,2
2040,21.57,3.04,11.91,18.48,6.57,81.26,2
2041,27.3,3.25,14.77,22.32,7.55,86.95,2
2042,32.86,3.45,12.72,19.16,6.44,95.71,2
2043,24.99,3.41,16.8,23.52,6.72,85.91,2
2044,22.34,3.2,15.3,21.69,6.4,71.37,2
2045,21.64,2.96,14.17,19.58,5.41,66.12,2
2046,17.72,3.05,12.3,17.09,4.8,62.04,1
2047,12.6,3.04,19.9,24.87,4.96,49.8,1
2048,15.56,3.08,16.48,20.96,4.48,47.35,1
2049,14.52,3.24,13.9,18.34,4.43,48.12,1
2050,13.65,3.32,13.61,18.09,4.48,49.69,1
2051,10.61,3.49,13.37,17.83,4.46,48.95,1
2052,15.12,3.71,11.61,15.8,4.18,50.42,1
2053,11.52,4.0,10.79,14.95,4.16,51.11,1
2054,8.42,4.22,10.14,14.32,4.18,54.27,1
2055,7.56,4.34,10.37,15.06,4.69,59.25,2
2056,5.47,4.44,11.86,17.15,5.29,60.84,2
2057,13.32,4.05,12.92,19.51,6.58,60.5,1
2058,10.29,3.42,9.5,14.93,5.43,59.16,2
2059,7.41,3.06,7.63,12.45,4.82,80.96,2
2060,9.74,3.59,7.61,12.44,4.83,102.42,2
2061,7.51,3.25,8.23,13.16,4.93,111.9,2
2062,8.16,3.1,10.27,15.8,5.53,109.21,2
2063,9.22,3.12,9.76,14.99,5.23,112.99,2
2064,7.79,2.96,8.38,13.08,4.7,119.12,2
2065,9.06,2.87,10.66,16.19,5.53,113.22,2
2066,9.46,2.91,13.65,19.21,5.55,105.9,2
2067,8.86,2.92,18.37,23.12,4.75,96.54,2
2068,9.48,3.18,29.61,34.12,4.51,72.64,2
2069,14.05,3.3,21.72,26.41,4.69,61.43,1
2070,10.52,3.26,19.1,23.72,4.62,53.5,1
2071,17.12,3.22,20.46,25.69,5.23,44.57,1
2072,18.33,3.42,19.3,23.8,4.5,41.45,1
2073,13.03,3.49,24.4,28.83,4.43,34.99,1
2074,10.19,3.76,28.59,33.65,5.06,30.53,1
2075,18.01,3.88,30.3,35.4,5.1,25.02,1
2076,13.11,3.87,20.45,25.4,4.95,32.13,1
2077,17.68,4.06,19.05,23.52,4.47,40.65,1
2078,20.13,4.17,14.03,18.88,4.86,46.54,1
2079,20.78,4.21,15.08,20.98,5.9,49.16,2
2080,25.2,4.09,14.58,22.85,8.27,59.64,2
2081,23.63,3.02,11.68,17.73,6.04,66.26,2
2082,25.51,3.06,10.27,15.92,5.65,77.4,2
2083,19.0,2.97,13.3,19.35,6.05,91.42,2
2084,21.46,3.07,13.54,19.48,5.93,113.47,3
2085,26.11,3.06,12.95,19.0,6.05,126.94,3
2086,19.42,3.16,13.83,19.6,5.76,134.17,3
2087,24.43,2.87,14.02,19.27,5.26,138.33,3
2088,25.87,2.85,17.12,22.58,5.46,133.87,3
2089,24.95,2.82,22.19,26.89,4.69,123.51,2
2090,17.5,3.1,47.57,52.57,5.0,70.56,2
2091,31.47,3.01,32.25,36.76,4.51,68.04,2
2092,28.93,3.18,27.7,32.46,4.76,70.93,2
2093,27.68,3.29,18.09,22.21,4.12,73.74,2
2094,32.76,3.76,17.78,22.37,4.59,63.4,1
2095,23.8,3.71,22.97,27.23,4.26,48.39,1
2096,21.7,3.86,20.02,24.3,4.28,44.3,2
2097,30.67,3.87,18.07,22.37,4.3,42.69,1
2098,22.13,4.1,15.26,19.52,4.26,43.14,1
2099,19.47,4.05,10.94,15.49,4.55,45.91,1
2100,24.77,4.16,15.31,20.39,5.08,43.12,1
2101,18.31,4.2,16.87,23.48,6.61,45.2,1
2102,13.42,4.1,17.06,26.95,9.88,52.39,2
2103,20.32,3.76,12.95,19.82,6.87,61.28,2
2104,14.33,3.5,13.67,20.34,6.67,66.87,2
2105,18.95,3.31,12.1,18.14,6.05,77.06,2
2106,17.68,3.08,10.74,16.17,5.42,89.03,2
2107,13.29,3.01,10.94,16.81,5.87,102.06,2
2108,17.98,3.0,9.79,15.05,5.26,115.95,3
2109,15.58,2.89,9.12,15.01,5.9,130.82,3
2110,11.56,2.9,14.34,21.17,6.82,134.24,3
2111,11.93,2.9,15.54,21.67,6.12,140.66,3
2112,18.57,2.96,14.48,19.71,5.23,131.83,2
2113,20.38,3.09,23.2,27.94,4.73,112.89,2
2114,23.6,3.38,89.16,99.62,10.46,34.27,2
2115,42.29,3.18,37.49,42.27,4.78,72.69,2
2116,30.87,3.57,32.56,37.39,4.82,63.52,2
2117,40.53,4.03,21.48,26.58,5.11,65.55,2
2118,35.27,3.77,23.5,27.92,4.42,52.78,2
2119,25.06,3.77,19.75,24.07,4.32,48.9,1
2120,22.71,3.77,19.29,23.65,4.36,43.25,1
2121,23.34,3.81,19.52,23.91,4.39,38.56,1
2122,17.62,4.15,22.52,27.03,4.5,35.12,1
2123,17.05,4.0,17.45,21.85,4.4,37.39,1
2124,21.01,4.09,25.25,32.48,7.22,31.98,2
2125,28.04,4.01,17.36,24.19,6.83,40.91,1
2126,23.56,3.72,15.6,23.6,8.0,47.77,2
2127,24.78,3.56,14.23,21.11,6.88,69.93,2
2128,18.49,3.31,13.5,19.81,6.3,101.84,2
2129,17.41,3.0,13.77,20.31,6.54,117.35,2
2130,13.15,3.01,13.48,19.45,5.98,111.91,3
2131,12.05,2.94,13.15,19.14,5.98,122.72,3
2132,16.86,2.86,14.61,20.78,6.17,138.13,3
2133,20.49,2.8,13.6,19.33,5.74,148.67,3
2134,14.67,2.57,15.28,21.4,6.12,134.65,2
2135,15.09,2.57,12.76,18.39,5.63,113.38,2
2136,14.3,2.6,15.3,20.86,5.56,96.97,2
2137,20.26,2.81,23.63,28.94,5.31,81.9,1
2138,16.24,2.56,42.75,47.88,5.13,50.56,1
2139,18.24,2.59,31.39,36.48,5.1,40.56,1
2140,24.42,2.8,27.92,32.69,4.77,36.63,1
2141,23.91,2.84,30.21,35.15,4.94,33.75,2
2142,26.03,3.02,20.03,24.45,4.42,50.97,1
2143,19.32,2.91,16.02,20.16,4.15,51.12,1
2144,16.14,2.74,15.51,19.64,4.13,46.16,1
2145,20.02,3.11,18.82,23.17,4.36,36.35,1
2146,14.53,3.18,18.2,22.53,4.33,33.95,1
2147,16.63,3.23,16.22,20.56,4.34,34.54,1
2148,21.77,3.24,14.38,19.42,5.04,39.27,1
2149,17.06,3.1,15.56,21.73,6.17,41.63,1
2150,21.23,3.07,18.87,26.79,7.92,44.8,2
2151,26.34,2.7,7.38,12.63,5.25,64.02,2
2152,19.81,2.71,7.77,13.09,5.33,76.98,2
2153,16.94,2.87,9.42,20.89,11.47,92.59,2
2154,12.41,2.67,9.67,15.23,5.56,97.03,2
2155,9.29,2.71,12.37,18.34,5.97,91.41,2
2156,12.41,2.52,12.93,19.39,6.46,84.61,2
2157,14.47,2.51,13.68,22.5,8.82,85.81,2
2158,10.64,2.64,11.93,18.4,6.47,89.82,2
2159,17.94,2.8,18.72,27.49,8.77,83.46,2
2160,13.56,3.32,30.23,39.23,9.0,78.62,3
2161,9.49,3.67,103.98,157.83,53.86,17.32,3
2162,30.26,4.48,156.73,324.68,167.94,4.46,3
2163,43.77,4.53,134.7,284.95,150.25,4.73,3
2164,83.08,5.22,29.09,37.36,8.27,59.88,3
2165,68.55,6.63,18.49,24.81,6.32,63.48,2
2166,44.96,5.53,33.32,38.53,5.21,44.23,2
2167,31.72,5.28,14.88,19.53,4.65,53.84,2
