,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,S5_PM10,S5_CO,S7_PM10,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,S10_PM10,S10_PM25,S10_CO,S11_PM10,S12_CO,S13_PM10,S13_PM25,S13_SO2,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO,S15_PM10,S15_SO2,S15_NO2,S15_NOX,S15_NO,S15_O3,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3
2296,29.97,4.63,3.53,17.94,26.12,8.18,23.7,7.73,11.1,785.47,19.55,7.26,138.54,8.23,20.85,2.9,27.88,34.69,6.81,4.9,3.47,378.4,12.24,580.13,8.63,2.62,1.37,7.45,0.93,1.19,23.18,38.95,15.78,9.23,1.09,8.85,12.14,3.3,43.04,8.45,1.52,1.79,42.88,58.08,15.21,75.02
2297,17.3,5.26,3.63,14.93,23.36,8.43,18.9,6.01,11.39,808.26,20.41,7.95,137.65,9.5,20.93,2.67,24.35,31.64,7.29,5.16,3.13,400.94,16.3,622.68,6.68,2.54,1.46,9.1,1.01,1.26,27.26,44.34,17.09,8.16,1.18,11.74,16.13,4.39,41.61,7.76,1.15,1.81,38.95,52.14,13.19,79.85
2298,12.97,2.63,3.22,18.01,27.54,9.53,20.0,6.31,11.15,890.3,18.49,8.41,141.31,7.23,21.05,2.96,27.49,33.11,5.62,4.2,3.24,459.45,12.35,553.89,9.42,2.2,1.41,7.69,1.0,1.88,26.34,36.07,9.72,9.24,1.05,11.75,15.66,3.91,41.96,6.85,0.8,2.06,46.82,61.09,14.26,76.24
2299,9.78,1.4,3.41,20.72,30.0,9.28,22.6,7.54,11.29,1045.36,16.19,6.23,176.28,6.02,17.7,2.84,29.29,35.24,5.95,2.81,3.67,480.66,9.33,672.9,11.05,2.28,2.01,11.39,1.93,1.85,30.01,44.82,14.81,14.6,0.85,13.24,16.46,3.22,42.14,5.44,0.56,2.08,56.11,71.65,15.54,70.27
2300,13.96,2.92,3.48,24.62,34.43,9.81,20.4,5.36,11.37,1066.92,13.94,5.38,285.5,4.38,17.54,3.05,38.63,43.02,4.39,4.2,4.15,487.22,6.6,819.55,25.22,2.2,2.45,10.63,2.48,1.67,72.87,106.38,33.51,11.0,1.49,28.65,35.1,6.45,35.3,6.5,0.39,2.32,46.76,53.36,6.6,67.98
2301,9.41,4.21,3.24,29.41,40.49,11.08,20.1,3.74,11.68,1097.05,8.41,6.93,334.65,5.1,15.67,2.8,54.72,60.08,5.36,5.51,4.43,697.3,4.87,2035.88,15.21,1.87,2.44,9.13,2.0,1.5,60.86,72.11,11.25,7.76,7.62,42.95,45.86,2.91,26.36,5.96,0.28,2.34,58.65,65.07,6.42,56.38
2302,19.09,4.24,3.11,51.82,65.06,13.24,26.8,4.32,11.32,1104.86,8.23,9.51,800.46,8.83,16.66,3.17,65.08,81.25,16.17,14.46,3.43,638.16,8.35,1859.97,12.8,2.18,3.16,8.93,1.62,1.61,66.14,70.52,4.38,5.58,2.27,21.04,23.79,2.75,29.54,5.24,0.19,2.83,64.81,69.61,4.8,37.73
2303,11.42,4.18,3.2,55.02,63.47,8.45,30.0,6.99,11.02,1073.77,9.16,14.08,759.69,8.8,14.81,3.69,130.98,186.33,55.35,16.72,2.65,490.53,16.03,1618.8,22.93,2.48,2.97,8.1,2.23,1.95,72.71,85.34,12.64,5.0,1.4,20.68,24.39,3.71,26.53,10.96,0.67,2.94,65.67,71.76,6.09,33.66
2304,7.52,3.37,3.95,65.57,74.63,9.06,29.0,7.7,10.64,940.61,23.33,20.21,678.08,12.61,18.92,3.36,77.76,99.87,22.11,11.54,3.81,429.74,19.72,579.89,22.04,2.5,9.56,7.88,2.91,1.45,46.27,54.23,7.96,6.84,1.01,28.95,31.13,2.18,22.71,14.17,1.18,2.56,79.12,87.71,8.58,23.71
2330,9.55,8.23,3.23,63.36,74.49,11.13,23.3,1.26,10.58,1141.27,7.84,4.07,577.4,12.92,16.43,3.33,103.3,139.08,35.78,16.33,3.82,704.3,11.35,490.41,10.82,1.76,1.16,6.72,1.63,0.53,60.66,78.86,18.2,1.01,1.1,9.34,10.99,1.65,32.21,5.02,2.36,1.83,87.16,107.27,20.12,5.55
2331,14.39,6.18,2.91,56.22,66.34,10.12,20.2,2.8,10.49,1048.09,8.08,5.21,451.62,9.86,26.51,3.48,119.38,179.44,60.06,13.99,3.96,700.64,14.69,918.27,12.49,1.85,1.15,11.7,2.35,0.51,40.01,49.5,9.49,1.72,0.93,8.83,9.59,0.76,30.13,22.95,11.77,1.3,67.0,76.77,9.77,22.69
2332,9.74,4.98,3.05,73.71,85.7,11.99,15.1,4.76,10.3,901.14,12.85,7.56,457.45,13.51,22.59,3.32,88.63,110.28,21.65,8.52,4.25,568.52,24.04,906.84,14.78,1.55,1.1,9.71,2.19,0.67,36.73,44.05,7.32,3.23,0.91,26.69,29.02,2.33,20.19,16.79,12.11,2.11,86.71,105.6,18.89,5.05
2333,32.97,5.54,3.39,77.47,92.84,15.37,12.9,4.03,10.21,865.26,11.62,6.88,379.01,11.18,19.01,3.19,77.27,90.39,13.12,11.58,3.89,592.65,26.12,1441.0,12.64,1.81,1.02,9.24,1.79,0.54,40.93,46.06,5.13,7.11,0.85,32.06,34.56,2.5,13.9,19.89,10.65,1.57,88.55,108.08,19.52,4.55
2334,31.77,8.66,3.3,66.75,77.22,10.47,14.7,3.74,10.25,858.04,9.92,7.18,532.7,8.9,13.76,2.98,69.45,78.47,9.02,9.1,2.77,620.37,22.77,1469.31,7.2,2.52,0.97,11.1,1.29,0.88,75.92,96.98,21.06,8.89,0.93,33.39,37.37,3.98,12.92,39.73,19.22,1.16,75.63,82.44,6.81,5.18
2335,26.11,17.64,3.48,50.04,57.53,7.49,20.5,4.22,10.14,880.02,7.53,5.53,711.65,6.39,12.67,3.24,67.91,79.13,11.22,5.4,7.63,532.87,21.48,1250.04,8.21,2.29,1.01,8.99,1.33,0.87,73.44,90.89,17.45,11.53,1.2,62.58,84.76,22.18,1.42,43.3,26.56,1.23,78.05,92.64,14.59,4.42
2336,15.15,10.62,2.81,47.87,55.75,7.88,21.8,5.2,10.48,1061.15,7.73,5.52,700.25,4.47,15.22,3.33,64.42,74.88,10.46,7.02,6.72,694.29,23.39,1650.45,25.53,2.17,1.39,12.16,1.72,0.8,66.62,97.45,30.83,11.87,1.38,58.55,82.55,24.0,2.87,41.79,18.59,1.64,85.1,114.16,29.07,4.68
2337,15.28,5.3,2.43,35.57,42.61,7.04,22.3,6.47,10.53,981.28,11.89,9.87,777.5,4.8,17.84,3.89,57.67,69.27,11.6,6.95,5.13,748.25,26.49,1191.52,22.14,3.53,1.95,11.5,1.3,1.41,80.97,131.73,50.76,19.68,3.23,77.87,132.65,54.77,3.59,44.24,15.28,1.65,86.28,127.03,40.74,18.81
2338,24.78,2.75,2.26,63.25,81.64,18.39,22.5,10.68,10.61,916.45,15.1,17.26,810.07,4.3,20.77,4.17,65.6,89.02,23.42,5.44,4.38,634.59,28.94,705.9,45.47,3.34,2.33,23.23,1.31,4.79,96.66,157.99,61.32,34.79,3.96,43.66,66.74,23.08,15.91,52.65,20.28,3.2,90.63,133.74,43.12,26.68
2339,26.35,4.28,3.34,73.74,113.04,39.3,22.9,11.97,10.57,769.6,19.82,22.32,641.88,4.2,22.33,3.9,66.03,91.04,25.01,4.09,4.48,460.81,33.64,610.87,55.14,5.67,2.57,62.22,3.03,5.95,66.7,99.12,32.42,27.96,3.33,17.64,23.38,5.74,24.44,56.13,20.43,3.73,93.23,134.13,40.9,28.81
2340,22.2,10.32,3.96,55.6,80.56,24.96,26.1,11.97,10.83,772.54,22.14,18.95,568.44,7.02,22.88,3.76,60.73,82.25,21.52,3.18,3.81,461.85,36.01,655.58,29.83,5.13,2.21,52.27,2.65,4.12,58.39,82.17,23.78,28.14,2.34,14.63,19.8,5.17,31.08,76.05,26.08,4.09,82.77,114.29,31.53,42.14
2342,21.87,13.63,4.56,54.79,78.99,24.2,19.5,11.97,11.31,766.25,22.49,15.45,351.05,9.24,25.06,3.31,44.3,58.53,14.23,1.63,2.96,412.07,26.9,440.26,17.18,6.45,1.47,44.01,2.64,2.5,44.04,60.22,16.18,19.56,1.88,9.26,11.93,2.67,38.36,31.24,13.55,2.23,48.74,62.73,13.99,72.43
2343,30.76,9.3,4.81,47.08,66.56,19.48,16.7,11.97,11.51,714.56,28.01,12.66,555.6,12.93,23.77,3.3,43.04,54.98,11.94,2.93,4.18,397.67,21.07,556.29,13.52,4.15,1.17,31.71,2.59,1.1,27.22,37.23,10.02,15.56,1.61,9.5,12.29,2.79,42.2,24.75,9.49,1.7,41.22,52.89,11.67,84.13
2344,24.02,10.3,4.33,35.29,49.14,13.85,19.0,11.97,11.74,677.9,31.92,11.8,431.93,11.36,17.67,3.44,32.8,41.67,8.87,3.42,3.11,438.46,18.17,483.12,8.5,3.4,1.13,29.24,2.62,1.12,25.08,39.39,14.31,15.1,1.57,8.31,9.86,1.55,42.29,32.24,6.64,1.78,40.52,51.62,11.1,80.07
2345,19.79,6.6,3.76,24.55,35.44,10.89,20.1,11.97,11.96,645.83,32.24,9.5,379.09,9.27,13.03,3.33,26.34,32.56,6.22,3.05,1.55,593.1,13.65,353.75,8.44,3.09,1.02,21.06,2.56,1.02,25.16,38.61,13.45,14.52,1.66,8.33,11.81,3.48,41.2,23.31,4.65,1.67,37.42,47.04,9.63,84.16
2392,17.83,5.47,3.59,49.54,64.36,14.82,11.4,0.0,10.82,876.58,19.2,21.71,436.12,16.5,50.95,4.24,58.08,70.74,12.66,5.67,1.7,680.84,26.13,943.91,24.28,3.31,1.41,11.72,3.01,1.08,61.85,87.9,26.05,19.78,2.11,23.93,31.0,7.07,20.24,4.99,0.76,1.47,62.81,79.65,16.84,40.34
2393,11.17,4.14,3.65,48.23,64.26,16.03,11.7,0.47,11.16,947.25,12.86,23.29,411.8,18.43,36.52,4.24,48.65,58.63,9.98,8.56,1.07,599.83,21.49,978.07,22.15,3.84,1.49,9.28,2.8,0.9,50.08,73.78,23.7,37.11,1.81,26.31,32.0,5.68,20.16,3.49,1.05,1.5,71.09,93.15,22.06,39.2
2394,18.38,3.09,3.61,41.71,53.26,11.55,14.4,1.81,11.33,1102.49,12.1,22.79,380.56,20.8,26.62,3.96,58.57,68.73,10.16,9.51,2.71,618.47,19.63,1145.4,12.22,2.98,1.41,7.58,2.64,1.0,58.82,87.53,28.71,45.08,1.86,33.7,43.18,9.48,21.55,2.44,1.02,1.48,86.41,114.21,27.8,29.55
2395,21.02,4.47,3.38,21.87,29.51,7.64,16.5,1.93,11.01,1220.98,11.46,18.16,379.42,20.51,18.78,4.16,56.52,67.14,10.62,8.01,4.21,580.99,33.44,912.38,7.88,2.92,1.6,5.74,2.34,1.13,76.77,111.86,35.09,38.98,1.97,26.0,36.11,10.11,27.51,1.73,1.47,1.48,92.68,121.93,29.26,27.81
2397,9.18,4.42,3.26,47.25,60.41,13.16,31.0,3.01,11.03,1086.23,12.75,17.82,482.05,12.02,25.01,3.87,72.08,81.42,9.34,5.81,3.32,512.89,37.93,761.34,8.24,3.06,1.62,4.06,1.93,1.05,60.03,90.16,30.13,26.15,1.97,41.05,46.69,5.64,18.33,2.19,1.29,1.21,80.68,93.39,12.71,27.83
2398,7.05,2.82,3.42,70.25,90.05,19.8,24.5,4.02,10.68,1032.79,13.9,13.7,395.02,10.36,24.36,4.05,55.19,61.66,6.47,4.63,4.08,528.19,32.71,942.01,12.93,2.53,1.49,3.74,1.66,0.82,53.02,71.53,18.51,20.59,1.79,33.75,38.39,4.64,19.95,3.74,1.16,1.18,57.43,63.73,6.3,39.09
2399,26.49,3.22,3.52,57.36,71.1,13.74,20.3,2.99,10.58,956.24,16.07,11.7,340.74,8.46,26.09,3.75,61.97,69.62,7.65,7.37,3.71,479.9,34.97,686.76,11.15,2.72,1.42,3.04,1.29,0.81,68.17,95.04,26.87,15.24,1.79,14.78,16.85,2.07,28.36,2.62,0.85,1.08,50.28,55.67,5.39,46.15
2400,17.6,3.16,3.26,49.88,61.77,11.89,20.9,2.22,10.72,857.0,18.28,12.22,494.73,7.71,37.44,3.93,60.08,67.27,7.19,6.35,2.75,479.62,28.35,700.86,9.76,2.56,1.31,3.06,1.7,0.71,49.22,64.72,15.51,11.45,1.8,15.48,19.19,3.71,24.02,1.92,0.86,1.08,63.11,69.04,5.93,32.4
2401,13.29,4.54,2.81,47.52,58.18,10.66,17.2,2.85,10.35,717.82,21.61,10.92,288.99,12.46,26.98,3.54,55.74,61.86,6.12,5.49,1.6,431.16,31.3,468.62,9.98,2.11,1.22,3.08,1.9,0.73,39.36,52.9,13.54,8.3,1.72,15.96,18.83,2.87,23.01,1.66,1.07,1.02,52.21,58.98,6.77,44.78
2402,12.17,10.37,2.96,42.22,52.05,9.83,17.5,4.81,10.31,638.07,22.24,11.05,170.71,13.5,19.93,3.71,33.88,38.12,4.24,11.87,1.3,445.62,30.38,386.2,10.13,2.02,1.16,3.02,1.77,1.01,31.4,44.17,12.77,10.54,1.82,25.13,27.96,2.83,20.38,1.16,0.75,1.12,28.7,33.07,4.38,61.35
2403,10.15,9.82,2.68,35.8,42.96,7.16,14.3,3.42,10.17,558.84,23.05,10.6,214.82,11.81,21.01,3.66,28.3,31.58,3.28,14.13,2.51,453.4,22.58,382.71,8.67,2.1,1.06,3.06,2.2,0.87,33.78,45.33,11.54,9.54,1.7,15.69,16.69,1.0,24.96,0.81,0.52,1.03,32.21,36.32,4.1,53.44
2404,22.29,5.98,2.21,24.06,30.19,6.13,16.9,4.34,10.12,495.38,23.95,12.23,225.39,14.74,15.0,3.52,23.78,26.37,2.59,10.15,2.66,460.08,22.63,322.56,5.8,1.57,1.14,4.4,1.62,0.87,23.49,28.31,4.82,11.4,1.62,8.51,9.04,0.53,27.11,0.57,0.37,1.05,31.61,36.17,4.56,50.91
2405,12.37,5.47,2.25,18.21,23.54,5.33,12.6,8.71,9.82,458.01,22.81,9.7,254.81,11.91,17.68,3.72,26.79,29.97,3.18,6.36,3.47,465.24,27.79,365.42,5.64,1.32,1.02,4.26,1.9,0.82,20.18,24.18,4.0,9.77,1.48,8.83,9.68,0.86,25.28,0.54,0.26,1.08,28.05,32.58,4.53,52.72
2406,14.92,5.48,2.14,15.79,20.45,4.66,9.6,6.09,10.03,433.64,22.14,8.19,244.25,9.16,12.75,3.52,23.66,26.36,2.7,10.12,4.17,458.72,20.39,367.72,4.56,1.35,1.07,7.9,2.16,0.8,26.59,31.88,5.29,7.45,1.43,9.71,11.14,1.43,23.07,1.11,0.18,0.94,26.3,30.38,4.08,52.25
2407,13.79,3.73,2.26,16.84,22.02,5.18,8.9,4.27,10.05,461.23,21.72,6.1,248.37,6.66,9.16,3.53,29.75,32.25,2.5,9.63,3.88,467.42,16.72,349.69,3.33,1.47,1.21,6.66,1.68,0.85,30.01,40.92,10.91,5.38,1.45,26.15,29.66,3.5,16.0,1.45,0.13,1.0,32.08,36.63,4.55,47.33
2408,8.41,2.78,1.74,17.54,22.36,4.82,14.2,3.59,10.23,669.0,14.07,4.45,250.44,13.48,11.05,3.67,31.16,33.85,2.69,6.72,2.91,484.13,16.61,508.39,4.71,1.52,1.26,4.91,1.46,0.72,35.88,49.57,13.69,8.51,1.55,30.99,38.33,7.34,12.2,1.02,0.09,1.1,34.89,39.78,4.89,47.76
2409,5.9,2.82,1.86,17.94,22.88,4.94,21.8,4.71,10.21,909.65,13.14,3.48,319.3,13.02,22.47,3.68,42.14,47.1,4.96,5.89,3.01,553.15,13.59,706.32,5.43,2.05,1.47,4.2,1.29,0.98,64.15,99.61,35.46,8.24,1.63,39.01,50.54,11.53,10.45,0.71,0.06,1.06,50.0,61.4,11.39,39.79
2410,5.42,2.51,2.19,34.71,43.68,8.97,24.5,4.35,10.4,904.8,15.38,2.92,336.19,14.79,17.77,3.77,44.59,52.39,7.8,4.99,3.5,523.94,12.5,679.19,7.6,2.29,1.61,14.06,1.77,0.96,57.54,92.25,34.71,6.19,1.55,22.91,30.69,7.78,18.14,0.62,0.04,1.07,66.41,88.25,21.84,29.28
2411,5.87,5.49,1.94,49.13,65.73,16.6,26.8,4.62,10.35,894.98,21.07,4.06,313.06,13.17,12.5,3.68,38.0,44.73,6.73,4.51,3.75,456.33,10.51,657.56,8.81,4.09,1.93,25.34,2.16,0.97,49.76,75.94,26.18,6.3,1.81,13.46,18.27,4.81,24.91,6.14,0.18,1.25,58.41,79.82,21.4,38.97
2417,8.43,5.77,3.34,16.26,23.87,7.61,25.0,6.49,10.52,698.88,26.44,11.98,238.43,14.36,15.83,3.15,21.72,24.72,3.0,26.66,3.81,596.58,12.65,420.4,8.59,1.75,2.11,13.0,2.56,1.3,25.69,37.0,11.31,15.18,2.32,14.96,20.07,5.11,40.64,17.96,1.49,1.94,39.73,50.49,10.76,82.58
2418,11.53,4.05,3.0,17.35,25.1,7.75,24.0,11.65,11.24,851.33,18.96,12.89,299.85,16.35,15.89,2.89,25.84,30.57,4.73,20.06,4.22,751.5,13.43,567.27,7.01,1.66,2.4,9.93,2.33,1.19,30.42,47.5,17.07,19.85,1.83,12.5,15.67,3.17,43.21,17.22,1.03,2.42,40.69,50.88,10.19,79.78
2419,9.53,4.28,3.06,18.79,26.58,7.79,24.6,8.29,11.51,921.58,15.04,9.41,312.95,12.44,12.89,3.31,32.5,36.33,3.83,24.29,4.69,615.68,10.21,655.53,5.13,1.75,2.26,7.5,2.22,1.25,35.06,49.76,14.69,17.52,1.77,19.9,23.7,3.79,39.18,14.94,0.73,2.58,44.94,55.36,10.42,76.4
2420,13.96,4.73,3.3,22.72,31.58,8.86,23.2,6.37,10.89,889.01,20.96,8.41,381.41,8.7,13.89,2.98,53.84,59.33,5.49,18.3,9.04,592.03,7.44,637.12,12.81,2.16,2.31,5.25,1.7,0.94,58.76,76.63,17.87,13.17,1.64,27.61,34.19,6.58,33.34,11.98,0.51,2.17,57.94,67.29,9.35,62.38
2421,10.05,4.54,3.3,35.68,45.83,10.15,19.0,6.34,10.41,744.09,24.34,12.14,378.42,6.47,16.26,2.73,47.94,51.77,3.83,10.35,10.93,668.48,6.45,928.0,30.09,2.01,1.91,3.73,1.24,0.73,62.18,87.03,24.85,14.3,1.61,27.61,30.91,3.3,29.64,13.69,0.38,1.69,53.27,62.81,9.54,69.43
2422,27.27,4.27,2.85,61.9,78.34,16.44,18.9,4.75,10.46,733.92,20.55,15.27,398.91,11.57,20.72,2.64,59.18,66.01,6.83,6.04,8.85,644.1,7.27,988.94,19.94,2.29,1.44,3.29,1.48,0.84,51.51,64.34,12.84,11.6,1.48,44.94,53.5,8.56,20.92,10.02,0.39,1.76,56.42,62.98,6.56,59.59
2423,24.51,7.43,2.36,56.25,67.41,11.16,16.7,3.33,10.53,791.97,12.62,15.25,574.06,10.22,14.51,2.88,64.87,68.63,3.76,3.96,7.94,583.9,8.2,843.85,11.67,2.83,1.22,2.86,2.07,0.93,66.08,84.48,18.4,18.21,1.35,57.8,67.73,9.93,13.17,11.12,0.91,1.91,77.81,85.85,8.04,40.11
2424,24.42,13.15,2.5,54.22,63.78,9.56,21.0,3.8,10.39,783.77,15.93,18.71,530.81,8.14,10.84,2.88,83.73,95.88,12.15,3.31,5.63,567.21,13.76,1011.74,12.61,1.52,1.31,2.72,2.71,0.75,73.74,95.34,21.6,19.99,1.59,61.19,76.05,14.85,11.25,24.23,5.34,1.56,86.09,94.44,8.36,28.74
2425,32.98,9.73,2.34,54.98,66.99,12.01,20.8,7.5,10.13,689.05,19.07,20.49,408.98,5.83,9.69,2.9,54.14,57.07,2.93,3.48,5.36,511.17,16.42,553.95,17.21,1.64,1.29,5.33,2.61,0.85,63.61,82.78,19.17,15.28,1.29,31.03,34.97,3.94,22.65,31.78,11.99,1.32,55.98,62.29,6.31,43.73
2426,29.78,18.35,2.03,48.7,58.84,10.14,20.5,5.41,10.1,638.91,21.8,18.75,348.65,6.6,12.94,2.81,47.49,49.55,2.06,12.85,5.16,464.72,16.75,397.24,11.96,2.26,1.19,8.64,2.19,0.43,42.09,53.3,11.21,11.68,1.25,9.4,10.78,1.38,35.99,25.52,8.39,1.44,40.6,45.1,4.51,56.23
2427,16.61,10.82,2.33,44.91,54.9,9.99,17.4,3.8,10.02,541.89,25.26,14.5,280.32,5.45,23.01,2.73,47.99,51.98,3.99,12.49,4.58,457.12,13.92,348.81,8.57,2.39,1.31,18.96,1.65,0.42,31.05,38.4,7.35,9.2,1.18,8.69,9.84,1.15,37.43,28.44,5.87,1.28,46.37,51.6,5.23,49.61
2428,25.11,18.23,2.11,31.49,37.94,6.45,17.4,2.65,9.98,455.73,25.18,11.63,224.15,5.56,17.34,2.84,30.91,32.19,1.28,7.89,4.98,476.56,16.33,405.89,15.66,2.33,1.18,14.27,2.25,0.25,22.27,27.81,5.54,6.66,1.11,5.61,13.78,8.17,38.62,20.52,4.11,1.37,37.55,42.67,5.12,60.01
2429,13.18,11.11,1.99,24.87,30.28,5.41,15.4,3.22,10.0,395.2,26.93,8.15,227.67,5.4,12.74,2.51,27.1,27.82,0.72,6.17,5.06,426.06,17.38,325.46,8.97,1.73,1.11,11.05,1.98,0.36,18.75,21.2,2.45,5.45,1.2,5.46,14.64,9.18,34.94,14.37,2.88,1.26,31.91,36.6,4.7,62.85
2430,8.67,6.21,1.83,19.65,24.35,4.7,11.7,6.64,9.88,393.53,26.17,6.96,183.55,7.19,10.7,2.5,28.5,28.98,0.48,5.4,4.44,454.07,12.88,320.42,6.8,1.64,1.05,8.35,1.76,0.23,21.71,24.93,3.22,4.71,1.1,4.95,11.21,6.26,38.03,10.18,2.02,1.32,27.74,32.14,4.4,69.14
2431,9.77,7.0,1.92,17.22,22.09,4.87,10.8,5.7,10.02,462.74,19.61,7.06,213.75,6.5,8.73,2.63,30.58,31.19,0.61,4.56,3.16,435.36,9.58,403.49,7.81,1.64,1.05,6.25,1.47,0.23,42.76,55.55,12.79,3.5,1.05,11.32,18.69,7.37,32.92,7.58,1.45,1.23,31.57,36.35,4.78,65.43
2432,13.89,12.56,2.1,17.59,22.35,4.76,11.1,7.05,10.31,617.78,14.8,5.27,227.42,8.21,8.5,2.62,43.96,45.6,1.64,4.52,2.68,511.34,7.11,504.98,6.58,1.8,0.99,5.1,1.96,0.18,40.37,49.35,8.98,3.34,1.19,16.2,24.73,8.53,31.52,5.31,1.01,1.12,32.41,36.99,4.58,63.44
2433,18.95,6.38,1.74,17.44,22.6,5.16,16.3,4.94,10.42,770.47,15.54,4.45,310.63,6.9,10.26,2.41,48.23,53.68,5.45,15.03,2.65,561.51,5.76,557.68,8.21,1.92,1.33,4.59,2.13,0.58,70.62,109.87,39.25,2.77,1.4,38.37,48.77,10.4,22.36,3.72,0.71,1.19,49.97,60.39,10.42,50.4
2434,19.64,5.88,1.95,33.17,41.12,7.95,13.5,5.08,10.48,782.31,18.4,3.67,390.24,8.93,16.41,2.63,49.72,61.19,11.47,13.97,3.7,514.59,7.42,641.74,4.51,3.27,1.42,6.76,1.63,0.85,50.06,75.12,25.06,2.97,1.85,21.62,28.48,6.87,33.42,2.72,0.5,1.32,58.78,77.11,18.33,52.56
2436,28.64,15.14,2.64,33.38,46.35,12.97,12.1,11.92,10.51,709.72,22.66,3.26,278.61,13.29,17.83,2.55,27.69,34.03,6.34,6.24,3.68,506.85,21.33,460.53,4.25,4.14,1.57,29.91,0.98,0.72,27.22,44.11,16.89,34.48,10.31,13.61,17.54,3.93,39.63,3.65,0.24,1.45,48.76,67.3,18.53,73.85
2437,32.98,18.6,2.94,20.96,31.36,10.4,12.4,12.19,10.72,680.25,22.56,2.98,222.81,20.38,13.56,2.81,24.88,30.71,5.83,4.28,3.82,494.91,16.87,532.81,8.35,3.11,1.44,23.67,1.36,0.82,25.79,40.96,15.17,50.1,11.52,11.33,17.39,6.06,41.44,5.12,0.34,1.42,42.46,59.26,16.79,76.75
2438,21.5,10.65,2.78,17.86,26.12,8.26,15.5,8.69,11.21,661.69,23.32,3.37,234.87,19.66,13.45,2.91,25.74,30.67,4.93,3.08,3.06,487.68,13.29,510.21,10.82,3.38,1.42,19.61,1.53,0.77,22.93,39.43,16.51,46.9,12.49,14.16,21.84,7.69,38.63,5.14,1.15,1.57,42.66,57.42,14.76,78.32
2439,16.54,7.27,2.95,19.39,28.26,8.87,13.4,6.11,11.4,655.44,21.93,4.2,238.6,15.43,10.82,3.32,27.4,33.25,5.85,3.89,2.52,506.35,12.9,642.83,10.09,2.34,2.43,14.85,1.7,1.27,19.08,35.43,16.35,49.58,9.5,16.45,24.24,7.78,38.5,8.09,1.38,1.73,35.17,47.82,12.65,81.81
2441,18.58,10.06,4.12,17.51,26.91,9.4,24.8,8.39,11.9,700.45,17.8,2.36,226.12,9.83,13.06,4.48,26.22,32.28,6.06,5.27,2.62,516.84,11.83,487.26,12.5,1.48,3.32,36.01,4.93,1.69,25.08,38.67,13.59,41.67,3.31,14.17,22.27,8.1,37.35,10.3,4.7,3.06,39.15,52.7,13.55,78.27
2442,15.56,6.62,5.85,18.46,27.67,9.21,23.7,8.5,11.76,870.05,15.65,3.46,261.95,8.37,23.14,4.07,25.21,30.07,4.86,5.56,3.25,569.15,8.47,529.39,22.27,1.37,2.89,25.75,4.5,1.46,31.46,46.49,15.04,37.62,3.16,11.37,17.69,6.31,39.11,9.52,4.55,2.72,43.34,54.44,11.1,69.83
2443,19.19,7.22,5.15,21.88,31.31,9.43,25.0,5.95,11.86,895.88,15.45,7.01,302.72,6.69,16.81,3.8,44.79,52.99,8.2,12.58,3.86,618.45,6.2,785.51,15.38,1.34,2.84,18.31,4.33,1.47,27.38,40.43,13.05,28.51,3.52,14.76,21.1,6.34,38.65,9.26,4.08,2.71,59.69,81.76,22.06,60.96
2444,16.62,5.57,5.04,28.52,38.71,10.19,20.0,4.16,11.46,907.31,15.06,9.75,328.43,10.91,11.81,3.29,70.6,86.29,15.69,9.95,3.59,595.36,5.57,918.26,10.7,1.78,2.49,13.1,4.62,1.35,42.97,58.96,15.98,20.22,3.46,24.9,35.74,10.85,33.56,9.65,3.76,2.67,60.84,76.58,15.74,57.8
2445,14.15,3.35,4.7,33.82,45.37,11.55,20.6,4.23,11.08,874.21,12.55,9.77,365.59,8.63,16.92,3.29,59.86,65.82,5.96,6.75,4.35,571.7,7.74,836.14,11.0,1.89,2.51,10.17,5.47,1.14,59.15,77.96,18.8,16.52,2.3,24.24,31.76,7.52,29.93,12.0,3.53,2.38,44.58,50.96,6.38,66.47
2446,12.15,2.87,4.35,47.52,60.22,12.7,21.2,7.29,11.03,818.9,14.06,7.43,465.72,9.42,21.02,3.28,75.75,87.38,11.63,5.74,3.74,546.01,10.77,926.35,16.63,1.8,2.55,12.16,6.02,0.87,49.06,67.57,18.51,13.57,2.13,26.32,34.41,8.09,30.95,9.9,3.37,2.35,43.9,48.88,4.99,58.79
2447,13.41,4.49,4.41,51.41,61.81,10.4,17.7,5.89,10.88,785.71,14.66,7.14,418.42,9.75,14.98,3.59,71.38,80.21,8.83,4.9,2.64,511.95,12.93,900.75,25.45,2.18,2.27,10.52,6.5,0.67,65.03,84.59,19.56,12.51,1.8,23.74,30.44,6.7,30.59,8.49,3.36,2.05,53.17,58.31,5.14,44.41
2448,17.61,3.11,4.02,56.37,68.18,11.81,22.4,4.12,10.72,803.56,11.98,11.91,542.22,8.31,27.45,3.0,60.35,66.55,6.2,3.8,2.76,519.75,12.31,619.72,32.33,2.01,2.04,9.45,6.28,0.3,46.56,62.13,15.57,11.37,1.44,25.56,35.62,10.06,30.58,8.37,3.74,1.9,58.55,64.23,5.68,42.79
